id,numTel,etat,type de carte,Date d'activation,date d'expiration,date inscription,user,uptime,location,status
6945,+33221958311,suspended,prepaid,2023-06-25,2024-06-24,2023-05-30,victorhardy,226h,Oujda,offline
6946,0606941771,inactive,prepaid,2025-01-10,2026-01-10,2024-12-25,buissonfrederic,105h,Tanger,offline
6947,0491214794,inactive,prepaid,2023-10-08,2024-10-07,2023-09-15,nlefort,466h,Tanger,offline
6948,+33(0)180729235,suspended,prepaid,2023-08-07,2024-08-06,2023-07-31,vcoulon,366h,Kenitra,online
6949,+33(0)223162186,inactive,prepaid,2024-03-26,2025-03-26,2024-03-06,rochejean,40h,Agadir,online
6950,+33(0)432159454,active,prepaid,2024-04-14,2025-04-14,2024-04-12,gcamus,194h,Casablanca,offline
6951,+33546320731,active,prepaid,2023-08-28,2024-08-27,2023-08-13,elopes,131h,Tanger,offline
6952,+33(0)230692700,suspended,postpaid,2024-06-26,2025-06-26,2024-06-03,thomasgomez,489h,Oujda,offline
6953,0174544582,inactive,prepaid,2025-03-31,2026-03-31,2025-03-24,camille93,184h,Agadir,offline
6954,+33(0)247752036,active,prepaid,2024-01-31,2025-01-30,2024-01-23,theodore58,182h,Marrakech,online
6955,+33(0)244112881,suspended,prepaid,2023-08-16,2024-08-15,2023-07-29,oguerin,33h,Kenitra,online
6956,+33327868000,suspended,postpaid,2023-08-26,2024-08-25,2023-08-25,lebrunphilippe,26h,Kenitra,online
6957,0450508906,active,postpaid,2023-12-31,2024-12-30,2023-12-04,etiennebesson,230h,Tanger,online
6958,+33(0)141915422,suspended,postpaid,2023-06-04,2024-06-03,2023-05-30,jeromeblanchet,98h,Fès,online
6959,+33553413472,inactive,postpaid,2024-06-25,2025-06-25,2024-06-01,laurepons,26h,Marrakech,offline
6960,0174573408,inactive,prepaid,2023-10-08,2024-10-07,2023-09-16,bschmitt,269h,Marrakech,offline
6961,+33(0)231497942,suspended,prepaid,2025-04-08,2026-04-08,2025-03-21,edith94,0h,Casablanca,offline
6962,+33325408894,active,prepaid,2024-09-19,2025-09-19,2024-09-14,eugeneperon,287h,Kenitra,online
6963,+33355576159,active,prepaid,2023-08-22,2024-08-21,2023-07-25,spascal,267h,Fès,offline
6964,0747640634,active,postpaid,2023-12-30,2024-12-29,2023-12-24,lfleury,291h,Oujda,online
6965,0532377342,active,prepaid,2025-04-07,2026-04-07,2025-04-02,gillessuzanne,38h,Agadir,offline
6966,0279438564,active,postpaid,2024-08-12,2025-08-12,2024-07-31,valeriegerard,184h,Kenitra,online
6967,+33(0)362876322,active,prepaid,2024-01-10,2025-01-09,2024-01-03,zacharie27,7h,Casablanca,offline
6968,+33(0)234643215,active,postpaid,2024-08-11,2025-08-11,2024-07-14,drichard,480h,Rabat,offline
6969,0563144440,active,prepaid,2025-02-20,2026-02-20,2025-02-09,suzanneguyot,488h,Fès,online
6970,+33427164532,active,prepaid,2024-11-06,2025-11-06,2024-10-29,ifournier,227h,Oujda,offline
6971,+33(0)178650274,inactive,postpaid,2023-09-12,2024-09-11,2023-08-22,levequebertrand,166h,Agadir,offline
6972,0328189337,suspended,postpaid,2023-12-04,2024-12-03,2023-12-03,robertleleu,294h,Rabat,offline
6973,+33(0)249603299,active,postpaid,2024-12-02,2025-12-02,2024-11-21,denisemarchand,316h,Kenitra,online
6974,+33233972588,active,postpaid,2025-01-20,2026-01-20,2024-12-22,carolinewagner,211h,Fès,offline
6975,0458199372,inactive,prepaid,2024-06-29,2025-06-29,2024-06-24,dupuisjuliette,256h,Oujda,offline
6976,+33(0)517413008,suspended,prepaid,2024-01-26,2025-01-25,2024-01-22,margauxsauvage,147h,Marrakech,online
6977,0562387546,active,postpaid,2023-05-19,2024-05-18,2023-05-09,julienmatthieu,391h,Agadir,online
6978,0214749128,suspended,postpaid,2024-06-03,2025-06-03,2024-05-12,elodiemoulin,464h,Oujda,online
6979,+33142408218,inactive,postpaid,2025-01-03,2026-01-03,2024-12-30,pierre84,133h,Tanger,offline
6980,0362805711,active,postpaid,2024-12-01,2025-12-01,2024-11-11,gabrielle81,54h,Oujda,offline
6981,+33477567593,inactive,prepaid,2023-05-23,2024-05-22,2023-05-08,michele75,226h,Oujda,offline
6982,+33477995950,inactive,postpaid,2024-12-31,2025-12-31,2024-12-13,valettejuliette,138h,Rabat,online
6983,0139946011,inactive,postpaid,2023-11-29,2024-11-28,2023-11-27,gwagner,234h,Marrakech,offline
6984,+33(0)581397061,active,postpaid,2024-01-29,2025-01-28,2024-01-19,margaretgay,319h,Tanger,offline
6985,+33364846993,suspended,postpaid,2024-06-08,2025-06-08,2024-05-21,rle-goff,110h,Kenitra,offline
6986,0214668159,active,prepaid,2024-10-03,2025-10-03,2024-10-01,tristancoulon,142h,Tanger,online
6987,+33369729265,suspended,postpaid,2024-01-18,2025-01-17,2024-01-04,manonollivier,182h,Marrakech,offline
6988,+33321574116,inactive,prepaid,2023-10-12,2024-10-11,2023-10-04,zbonneau,138h,Kenitra,online
6989,+33(0)169288133,active,postpaid,2023-09-30,2024-09-29,2023-09-20,greniermartin,321h,Tanger,offline
6990,+33(0)278530518,active,postpaid,2023-05-09,2024-05-08,2023-04-27,legrostheophile,191h,Oujda,online
6991,0480423147,suspended,prepaid,2024-04-17,2025-04-17,2024-04-03,glegrand,387h,Casablanca,online
6992,0432092218,suspended,prepaid,2023-09-16,2024-09-15,2023-08-25,dpinto,240h,Tanger,offline
6993,0372693937,inactive,prepaid,2023-12-17,2024-12-16,2023-11-22,jeromemichaud,72h,Agadir,offline
6994,+33218720665,inactive,prepaid,2023-09-14,2024-09-13,2023-08-16,catherinecousin,37h,Marrakech,online
6995,0237189429,active,postpaid,2024-12-21,2025-12-21,2024-12-20,maryse30,234h,Agadir,online
6996,0361514931,active,prepaid,2023-09-10,2024-09-09,2023-08-29,xboulay,361h,Fès,online
6997,+33(0)620964461,inactive,postpaid,2024-08-20,2025-08-20,2024-08-09,oceanebarre,10h,Casablanca,online
6998,+33(0)556771453,inactive,postpaid,2024-09-15,2025-09-15,2024-08-17,luce42,415h,Tanger,offline
6999,0232931462,suspended,prepaid,2023-05-01,2024-04-30,2023-04-10,lpayet,357h,Tanger,online
7000,+33(0)635579132,inactive,prepaid,2023-12-15,2024-12-14,2023-12-08,qlamy,420h,Tanger,offline
7001,0533567904,suspended,prepaid,2024-01-03,2025-01-02,2023-12-23,vasseurcapucine,64h,Agadir,offline
7002,+33564750891,suspended,postpaid,2024-11-17,2025-11-17,2024-10-24,celina06,315h,Kenitra,offline
7003,+33(0)479722109,active,postpaid,2024-01-19,2025-01-18,2023-12-23,yguilbert,410h,Casablanca,offline
7004,+33250899419,active,postpaid,2024-12-29,2025-12-29,2024-12-27,philippine34,139h,Oujda,online
7005,+33(0)594977299,inactive,prepaid,2024-10-28,2025-10-28,2024-10-01,camillegarnier,126h,Kenitra,online
7006,0388124042,inactive,prepaid,2024-12-24,2025-12-24,2024-12-22,alphonse92,373h,Kenitra,offline
7007,0240555095,inactive,prepaid,2024-12-15,2025-12-15,2024-11-16,maggie99,198h,Kenitra,online
7008,0553860909,suspended,postpaid,2023-11-28,2024-11-27,2023-11-06,techeranouk,122h,Kenitra,offline
7009,0262708564,active,postpaid,2025-03-11,2026-03-11,2025-03-05,catherine33,456h,Kenitra,offline
7010,0176329573,inactive,prepaid,2024-02-06,2025-02-05,2024-01-11,sdiaz,378h,Agadir,offline
7011,+33(0)160399839,suspended,postpaid,2024-11-19,2025-11-19,2024-11-07,gilles46,219h,Rabat,online
7012,0632863302,suspended,postpaid,2024-09-04,2025-09-04,2024-08-25,tnicolas,157h,Rabat,offline
7013,+33(0)385498140,inactive,postpaid,2023-07-18,2024-07-17,2023-07-12,fernandezconstance,451h,Tanger,online
7014,0382124366,active,postpaid,2023-10-24,2024-10-23,2023-10-15,suzanneperrot,88h,Oujda,online
7015,0488982287,inactive,prepaid,2024-09-21,2025-09-21,2024-08-29,bertranddos-santos,42h,Marrakech,online
7016,+33554027374,suspended,prepaid,2023-08-07,2024-08-06,2023-07-31,margauxwagner,295h,Marrakech,online
7017,0357438060,suspended,prepaid,2024-04-21,2025-04-21,2024-04-10,leroyjosephine,7h,Kenitra,online
7018,+33(0)484446381,active,prepaid,2025-04-07,2026-04-07,2025-03-31,renee40,148h,Fès,offline
7019,0565780476,inactive,postpaid,2024-05-12,2025-05-12,2024-04-12,ztessier,232h,Kenitra,online
7020,0449581308,suspended,postpaid,2024-12-12,2025-12-12,2024-11-30,nleclercq,56h,Kenitra,offline
7021,+33153134402,active,postpaid,2023-08-12,2024-08-11,2023-07-30,mcouturier,161h,Oujda,online
7022,+33244617079,active,prepaid,2023-06-28,2024-06-27,2023-06-09,rogersuzanne,205h,Fès,offline
7023,+33382316425,suspended,postpaid,2023-10-23,2024-10-22,2023-10-08,chauvinnath,251h,Kenitra,offline
7024,+33156564548,inactive,postpaid,2024-01-08,2025-01-07,2023-12-09,robertauguste,368h,Oujda,offline
7025,0158178839,inactive,postpaid,2024-11-12,2025-11-12,2024-10-30,audreymeunier,498h,Oujda,online
7026,0664230228,inactive,prepaid,2023-11-14,2024-11-13,2023-10-27,leleumichelle,4h,Agadir,online
7027,+33(0)413932137,inactive,postpaid,2023-05-06,2024-05-05,2023-04-17,victoire27,168h,Agadir,online
7028,0155252935,inactive,postpaid,2024-08-26,2025-08-26,2024-08-23,lagardevincent,31h,Fès,offline
7029,0476673793,active,postpaid,2025-01-26,2026-01-26,2025-01-09,hmunoz,73h,Kenitra,offline
7030,+33257646382,suspended,postpaid,2023-07-23,2024-07-22,2023-07-13,xaviertecher,72h,Marrakech,online
7031,+33310259885,active,postpaid,2023-05-14,2024-05-13,2023-04-30,grenierbertrand,354h,Casablanca,offline
7032,+33(0)174797836,suspended,prepaid,2023-06-15,2024-06-14,2023-05-17,bretonelisabeth,304h,Kenitra,online
7033,0738060502,suspended,postpaid,2024-07-22,2025-07-22,2024-07-01,sthierry,401h,Fès,online
7034,0253127744,inactive,postpaid,2023-05-04,2024-05-03,2023-05-02,ericdufour,71h,Fès,offline
7035,+33255629718,inactive,prepaid,2024-04-08,2025-04-08,2024-03-11,ygonzalez,299h,Casablanca,online
7036,+33638796242,active,postpaid,2024-09-11,2025-09-11,2024-09-05,oliviermichel,126h,Casablanca,online
7037,+33(0)375923640,suspended,prepaid,2024-02-27,2025-02-26,2024-02-24,lucaszacharie,290h,Tanger,online
7038,0549370116,active,prepaid,2024-01-21,2025-01-20,2023-12-25,lucasleduc,55h,Rabat,offline
7039,+33323249470,active,postpaid,2024-05-22,2025-05-22,2024-04-30,chantal43,181h,Fès,offline
7040,+33(0)631138385,suspended,postpaid,2023-05-02,2024-05-01,2023-04-21,fprevost,163h,Agadir,online
7041,0279579897,inactive,postpaid,2023-10-05,2024-10-04,2023-09-12,sophie08,78h,Oujda,online
7042,+33475890727,active,postpaid,2025-03-07,2026-03-07,2025-02-24,leclerchugues,98h,Oujda,offline
7043,0444758421,inactive,postpaid,2023-11-09,2024-11-08,2023-10-10,zoe79,232h,Tanger,offline
7044,0475255481,inactive,prepaid,2023-10-10,2024-10-09,2023-10-07,ericlanglois,332h,Kenitra,online
7045,+33(0)470676007,active,postpaid,2023-12-27,2024-12-26,2023-12-05,mgrondin,178h,Oujda,offline
7046,0355511811,suspended,postpaid,2023-09-05,2024-09-04,2023-08-06,nweber,498h,Tanger,online
7047,+33638744525,suspended,postpaid,2025-02-20,2026-02-20,2025-01-25,mercierpatricia,363h,Oujda,offline
7048,0160262078,inactive,prepaid,2025-02-22,2026-02-22,2025-02-19,aurorealexandre,167h,Oujda,online
7049,+33491347715,active,prepaid,2023-12-03,2024-12-02,2023-11-10,wfoucher,396h,Oujda,online
7050,0609953015,inactive,postpaid,2024-02-14,2025-02-13,2024-02-05,noel92,324h,Kenitra,offline
7051,+33357406681,active,prepaid,2023-07-20,2024-07-19,2023-06-27,margotroussel,201h,Fès,online
7052,+33324926573,suspended,postpaid,2023-08-24,2024-08-23,2023-08-10,alixollivier,428h,Rabat,offline
7053,0809280545,inactive,prepaid,2024-12-05,2025-12-05,2024-11-16,laurent82,222h,Kenitra,online
7054,+33(0)164794503,active,prepaid,2025-02-06,2026-02-06,2025-02-03,ngallet,335h,Kenitra,online
7055,+33(0)368864020,active,postpaid,2023-04-30,2024-04-29,2023-04-10,guyroyer,438h,Marrakech,online
7056,0219006977,suspended,postpaid,2024-12-27,2025-12-27,2024-12-20,grichard,81h,Rabat,online
7057,0443966630,inactive,prepaid,2024-08-25,2025-08-25,2024-08-21,danielbruneau,292h,Casablanca,offline
7058,0636716749,inactive,postpaid,2023-04-29,2024-04-28,2023-03-31,georgesthibaut,87h,Fès,offline
7059,0329451829,suspended,prepaid,2024-06-02,2025-06-02,2024-05-19,arthur46,77h,Casablanca,online
7060,+33(0)164363970,inactive,postpaid,2025-04-06,2026-04-06,2025-03-24,lelievremargaud,208h,Tanger,online
7061,0495077697,active,postpaid,2024-07-02,2025-07-02,2024-06-12,josette14,18h,Marrakech,offline
7062,0594579685,suspended,prepaid,2024-01-24,2025-01-23,2024-01-17,juliettemary,196h,Marrakech,offline
7063,0177389441,suspended,prepaid,2024-11-28,2025-11-28,2024-11-20,plouis,488h,Fès,online
7064,0565364047,active,postpaid,2024-06-02,2025-06-02,2024-05-25,jeannineboutin,160h,Agadir,offline
7065,+33587809251,suspended,postpaid,2024-01-06,2025-01-05,2024-01-03,ximbert,457h,Marrakech,online
7066,0323788769,inactive,postpaid,2023-04-23,2024-04-22,2023-04-18,valletmichelle,97h,Agadir,online
7067,+33(0)365246272,inactive,postpaid,2024-04-01,2025-04-01,2024-03-16,brigitte19,7h,Tanger,online
7068,+33(0)531087378,suspended,prepaid,2023-09-22,2024-09-21,2023-09-16,dijouxbenjamin,437h,Kenitra,online
7069,+33156355283,inactive,postpaid,2024-11-20,2025-11-20,2024-11-15,kbourgeois,2h,Fès,online
7070,0233622469,active,prepaid,2024-03-03,2025-03-03,2024-02-29,valerielaurent,239h,Kenitra,online
7071,0158583637,suspended,prepaid,2024-12-10,2025-12-10,2024-11-18,suzanne11,120h,Agadir,online
7072,0632551494,active,postpaid,2023-10-05,2024-10-04,2023-09-05,nathaliebouvier,243h,Tanger,offline
7073,+33519872427,inactive,postpaid,2024-08-04,2025-08-04,2024-07-21,bmillet,131h,Kenitra,offline
7074,+33(0)380365965,inactive,prepaid,2024-05-29,2025-05-29,2024-05-26,noemimillet,227h,Agadir,offline
7075,+33(0)745086170,inactive,postpaid,2024-09-25,2025-09-25,2024-09-17,aime63,158h,Rabat,offline
7076,0481429296,active,prepaid,2023-11-10,2024-11-09,2023-10-26,barrenicole,465h,Oujda,offline
7077,+33(0)699677735,active,postpaid,2024-08-14,2025-08-14,2024-07-31,mathilde73,456h,Tanger,online
7078,0582344587,suspended,prepaid,2023-09-09,2024-09-08,2023-08-14,matthieu03,310h,Fès,online
7079,+33(0)373280231,suspended,prepaid,2024-09-30,2025-09-30,2024-09-15,morenosusanne,426h,Marrakech,online
7080,+33328069657,active,prepaid,2024-08-19,2025-08-19,2024-08-07,ileclercq,106h,Fès,online
7081,0146290757,active,prepaid,2025-02-19,2026-02-19,2025-01-29,abriand,223h,Marrakech,offline
7082,+33(0)385483024,suspended,postpaid,2024-07-12,2025-07-12,2024-06-22,laetitiasalmon,258h,Marrakech,offline
7083,+33329596054,inactive,postpaid,2024-09-14,2025-09-14,2024-08-19,valerie47,96h,Tanger,online
7084,+33383866378,active,prepaid,2024-02-06,2025-02-05,2024-01-10,diasnathalie,113h,Kenitra,online
7085,+33351833939,suspended,prepaid,2023-11-28,2024-11-27,2023-11-05,margaret54,75h,Kenitra,offline
7086,0427550026,active,postpaid,2023-05-02,2024-05-01,2023-04-12,valerie20,161h,Kenitra,online
7087,+33638492741,active,prepaid,2024-04-29,2025-04-29,2024-04-19,rolandfaure,404h,Rabat,offline
7088,+33(0)328577049,active,prepaid,2024-12-22,2025-12-22,2024-11-30,ferrandlouis,17h,Oujda,offline
7089,0427450742,active,prepaid,2023-10-17,2024-10-16,2023-09-27,daniel66,1h,Fès,offline
7090,0695010911,inactive,postpaid,2023-12-30,2024-12-29,2023-12-23,olivie40,448h,Tanger,offline
7091,0359860312,inactive,postpaid,2024-06-03,2025-06-03,2024-05-25,alphonsesalmon,107h,Marrakech,offline
7092,+33(0)369217756,active,postpaid,2024-05-14,2025-05-14,2024-04-25,vbrunel,75h,Marrakech,online
7093,0180709506,active,postpaid,2024-02-06,2025-02-05,2024-01-16,ale-gall,322h,Marrakech,online
7094,+33141675292,inactive,postpaid,2023-07-07,2024-07-06,2023-06-07,jules99,367h,Tanger,offline
7095,0519763975,inactive,prepaid,2024-06-27,2025-06-27,2024-06-21,diane66,433h,Kenitra,offline
7096,+33(0)487210902,inactive,prepaid,2025-03-16,2026-03-16,2025-02-22,claudinecosta,28h,Tanger,online
7097,0145709078,inactive,prepaid,2024-01-07,2025-01-06,2023-12-20,lefortelisabeth,20h,Casablanca,online
7098,0492928595,active,prepaid,2025-02-17,2026-02-17,2025-01-29,isamson,340h,Oujda,online
7099,+33(0)299144992,active,postpaid,2023-10-24,2024-10-23,2023-10-03,laurence48,263h,Oujda,offline
7100,+33411177621,inactive,postpaid,2023-09-20,2024-09-19,2023-08-21,mauricefernandez,145h,Oujda,offline
7101,0413157568,inactive,prepaid,2024-10-21,2025-10-21,2024-10-03,ofaure,245h,Marrakech,offline
7102,+33(0)253828061,suspended,prepaid,2025-03-31,2026-03-31,2025-03-16,gabrielle77,123h,Fès,offline
7103,0365810665,inactive,prepaid,2024-07-28,2025-07-28,2024-07-02,valerie57,112h,Marrakech,offline
7104,+33(0)469800427,inactive,postpaid,2025-03-21,2026-03-21,2025-02-22,arthurlemaire,332h,Oujda,offline
7105,+33(0)549539925,active,postpaid,2023-12-01,2024-11-30,2023-11-04,anoukpereira,151h,Oujda,online
7106,0183785099,active,postpaid,2023-04-23,2024-04-22,2023-04-12,pelletierlaurence,160h,Kenitra,online
7107,+33(0)546673624,active,postpaid,2024-02-08,2025-02-07,2024-01-28,cordierdenise,55h,Kenitra,offline
7108,0519711000,suspended,postpaid,2023-10-12,2024-10-11,2023-09-23,bneveu,183h,Agadir,offline
7109,0554611632,inactive,prepaid,2025-01-02,2026-01-02,2024-12-22,emaury,21h,Tanger,online
7110,0380355362,suspended,postpaid,2024-10-14,2025-10-14,2024-09-29,mauricejacqueline,78h,Marrakech,offline
7111,0473242609,inactive,postpaid,2023-06-08,2024-06-07,2023-05-15,georgesoceane,326h,Marrakech,online
7112,0770860797,suspended,prepaid,2024-11-30,2025-11-30,2024-11-29,vaillantgenevieve,94h,Marrakech,offline
7113,0481116708,suspended,postpaid,2024-04-17,2025-04-17,2024-04-14,marianne12,173h,Agadir,offline
7114,0664449855,suspended,postpaid,2023-06-27,2024-06-26,2023-05-28,agathecosta,429h,Tanger,offline
7115,0779494287,active,prepaid,2023-07-10,2024-07-09,2023-06-19,alaincarpentier,248h,Oujda,offline
7116,+33327514243,inactive,prepaid,2023-04-22,2024-04-21,2023-04-20,victoralbert,145h,Marrakech,offline
7117,+33327047826,active,prepaid,2024-09-13,2025-09-13,2024-09-03,de-oliveiramonique,94h,Kenitra,online
7118,0540058902,active,prepaid,2024-04-02,2025-04-02,2024-03-15,qrichard,404h,Kenitra,online
7119,0369789621,suspended,prepaid,2024-09-13,2025-09-13,2024-09-07,chevallierbertrand,62h,Casablanca,online
7120,+33(0)218716735,suspended,prepaid,2023-07-26,2024-07-25,2023-07-14,pvallet,159h,Tanger,online
7121,0610037851,suspended,postpaid,2023-05-07,2024-05-06,2023-05-01,thibautmaillard,16h,Rabat,offline
7122,+33(0)581381908,inactive,prepaid,2024-11-21,2025-11-21,2024-11-02,corinne81,285h,Fès,online
7123,+33449909710,inactive,postpaid,2024-04-07,2025-04-07,2024-03-23,marc82,101h,Casablanca,offline
7124,0351491974,active,postpaid,2023-07-12,2024-07-11,2023-06-24,bessonhelene,384h,Kenitra,offline
7125,0363292456,suspended,prepaid,2023-06-16,2024-06-15,2023-06-01,briandalexandrie,25h,Kenitra,online
7126,0540472497,inactive,postpaid,2025-01-15,2026-01-15,2025-01-05,edith99,220h,Oujda,offline
7127,0635600243,inactive,prepaid,2024-03-24,2025-03-24,2024-03-04,npereira,220h,Casablanca,offline
7128,+33490290248,suspended,postpaid,2023-12-15,2024-12-14,2023-12-08,remybouchet,258h,Marrakech,offline
7129,+33533240849,suspended,prepaid,2024-12-17,2025-12-17,2024-11-18,qfabre,271h,Agadir,offline
7130,+33562499942,active,postpaid,2023-11-25,2024-11-24,2023-11-06,martinhoarau,403h,Oujda,online
7131,+33(0)443221747,inactive,prepaid,2024-04-09,2025-04-09,2024-03-21,catherinefrancois,193h,Oujda,online
7132,0272230255,active,postpaid,2024-08-10,2025-08-10,2024-08-03,gregoirechretien,229h,Marrakech,offline
7133,0517313720,suspended,postpaid,2024-04-01,2025-04-01,2024-03-24,xle-roux,367h,Oujda,online
7134,0169155211,active,postpaid,2024-12-16,2025-12-16,2024-11-30,rpelletier,239h,Marrakech,online
7135,0735136712,suspended,prepaid,2025-01-25,2026-01-25,2024-12-31,gaillardmargaret,129h,Fès,offline
7136,+33353679804,inactive,prepaid,2024-02-28,2025-02-27,2024-02-14,elemoine,23h,Agadir,online
7137,0483759484,inactive,postpaid,2025-01-26,2026-01-26,2024-12-27,bernadettebriand,44h,Casablanca,offline
7138,+33324674699,suspended,postpaid,2024-07-04,2025-07-04,2024-06-06,daniellesamson,86h,Oujda,offline
7139,+33(0)565740944,active,postpaid,2024-09-06,2025-09-06,2024-08-17,perrierlaetitia,497h,Fès,offline
7140,0475766760,active,prepaid,2024-10-05,2025-10-05,2024-09-06,josephine90,348h,Agadir,online
7141,0579916154,inactive,postpaid,2023-06-05,2024-06-04,2023-05-19,isaac69,213h,Rabat,online
7142,0381773356,inactive,postpaid,2024-08-10,2025-08-10,2024-07-19,clemence83,24h,Tanger,online
7143,0366711240,active,prepaid,2023-10-27,2024-10-26,2023-09-29,franck72,278h,Casablanca,online
7144,+33(0)219267336,suspended,prepaid,2023-08-27,2024-08-26,2023-08-14,ehoareau,137h,Kenitra,offline
7145,+33(0)219601046,active,prepaid,2024-02-04,2025-02-03,2024-01-16,robertolivier,330h,Tanger,offline
7146,+33230545664,suspended,prepaid,2024-01-21,2025-01-20,2024-01-05,brigitte16,323h,Casablanca,online
7147,+33(0)384286904,suspended,prepaid,2024-06-30,2025-06-30,2024-06-05,adamelodie,81h,Casablanca,online
7148,+33(0)545846295,active,prepaid,2024-01-14,2025-01-13,2024-01-01,qmenard,256h,Agadir,online
7149,0279669670,active,prepaid,2023-04-23,2024-04-22,2023-04-22,gremy,123h,Rabat,offline
7150,+33(0)170176046,active,prepaid,2025-01-28,2026-01-28,2025-01-23,uferrand,475h,Tanger,online
7151,+33240216898,inactive,prepaid,2024-08-15,2025-08-15,2024-07-19,juliette36,347h,Rabat,offline
7152,+33(0)442231105,active,prepaid,2023-11-10,2024-11-09,2023-10-16,tcordier,40h,Marrakech,offline
7153,0554131222,active,prepaid,2023-09-28,2024-09-27,2023-09-26,rolandrolland,62h,Oujda,offline
7154,+33(0)285613222,active,prepaid,2024-06-11,2025-06-11,2024-06-05,luciecarlier,93h,Agadir,online
7155,0218838914,active,prepaid,2023-09-22,2024-09-21,2023-08-24,alexandrialeclerc,339h,Kenitra,offline
7156,+33475977802,inactive,postpaid,2024-05-06,2025-05-06,2024-04-15,thibaut11,462h,Casablanca,online
7157,+33(0)596173041,active,prepaid,2024-11-25,2025-11-25,2024-11-02,marineroche,335h,Rabat,offline
7158,0567042801,inactive,prepaid,2024-03-06,2025-03-06,2024-02-22,adrienneguillot,420h,Marrakech,offline
7159,0498316935,inactive,prepaid,2024-02-01,2025-01-31,2024-01-04,zoegauthier,131h,Tanger,offline
7160,+33457116400,inactive,prepaid,2025-03-30,2026-03-30,2025-03-26,ines89,160h,Fès,offline
7161,0141845465,inactive,prepaid,2024-03-20,2025-03-20,2024-03-10,arnaude15,58h,Kenitra,online
7162,+33(0)628241688,suspended,postpaid,2024-05-13,2025-05-13,2024-04-14,bergercorinne,5h,Marrakech,offline
7163,0356659782,suspended,prepaid,2024-12-30,2025-12-30,2024-12-25,christianemallet,463h,Casablanca,offline
7164,0630973628,active,prepaid,2024-06-08,2025-06-08,2024-06-06,qcamus,336h,Casablanca,online
7165,+33297133565,suspended,prepaid,2024-09-23,2025-09-23,2024-09-13,diazmarcelle,91h,Tanger,online
7166,0587176850,inactive,prepaid,2025-02-26,2026-02-26,2025-02-22,valerie11,12h,Agadir,online
7167,0545625254,inactive,prepaid,2024-12-26,2025-12-26,2024-12-20,rvasseur,279h,Tanger,online
7168,0369922711,suspended,postpaid,2023-11-02,2024-11-01,2023-10-11,gthomas,95h,Kenitra,offline
7169,+33(0)488952736,inactive,prepaid,2023-10-19,2024-10-18,2023-10-13,suzannecollet,335h,Casablanca,online
7170,0290550048,active,prepaid,2023-08-07,2024-08-06,2023-08-04,adrienne51,50h,Oujda,offline
7171,0298896717,inactive,postpaid,2023-09-11,2024-09-10,2023-08-23,uramos,84h,Tanger,online
7172,0238802083,inactive,postpaid,2023-06-06,2024-06-05,2023-05-08,cohenemile,347h,Casablanca,online
7173,+33554357746,active,postpaid,2023-12-22,2024-12-21,2023-11-28,dlacroix,228h,Rabat,online
7174,+33636511474,inactive,postpaid,2024-09-19,2025-09-19,2024-08-24,oliviersuzanne,406h,Oujda,online
7175,+33745406743,active,prepaid,2024-04-18,2025-04-18,2024-03-29,froger,163h,Rabat,offline
7176,+33(0)590717349,suspended,postpaid,2025-03-29,2026-03-29,2025-03-22,uhuet,447h,Fès,online
7177,0147038432,inactive,prepaid,2025-04-07,2026-04-07,2025-03-24,adelaidecamus,399h,Casablanca,online
7178,0456418746,active,postpaid,2024-01-04,2025-01-03,2023-12-29,emmanuellanglois,42h,Kenitra,offline
7179,0587183737,suspended,prepaid,2023-10-22,2024-10-21,2023-10-15,petitjeanjeanne,144h,Casablanca,offline
7180,0698436574,active,prepaid,2024-01-05,2025-01-04,2023-12-10,guylecoq,311h,Fès,online
7181,0218280579,suspended,postpaid,2023-06-19,2024-06-18,2023-06-17,uleroy,14h,Kenitra,offline
7182,0423586172,inactive,prepaid,2025-03-21,2026-03-21,2025-02-23,danielalexandrie,270h,Fès,offline
7183,0277752662,suspended,postpaid,2023-10-19,2024-10-18,2023-10-13,christianele-roux,211h,Kenitra,offline
7184,+33480819658,active,postpaid,2023-07-14,2024-07-13,2023-07-12,marchalalexandre,258h,Fès,offline
7185,0256423503,suspended,postpaid,2024-08-16,2025-08-16,2024-08-01,adelaidedelorme,25h,Casablanca,online
7186,+33(0)219824710,suspended,postpaid,2024-09-23,2025-09-23,2024-09-22,fouquetlucas,201h,Fès,offline
7187,0285386092,active,postpaid,2025-03-06,2026-03-06,2025-02-07,fcollin,478h,Tanger,offline
7188,0297567940,suspended,prepaid,2024-01-04,2025-01-03,2023-12-24,danielle26,43h,Kenitra,online
7189,0145585593,active,postpaid,2023-09-18,2024-09-17,2023-09-03,raubert,328h,Kenitra,online
7190,+33624853890,suspended,prepaid,2024-09-13,2025-09-13,2024-08-14,alvesgeorges,280h,Marrakech,online
7191,+33221177948,suspended,prepaid,2024-03-09,2025-03-09,2024-03-05,eledoux,66h,Casablanca,offline
7192,+33246876483,active,prepaid,2024-02-01,2025-01-31,2024-01-28,alexandrieleblanc,32h,Tanger,offline
7193,+33613192772,inactive,prepaid,2024-11-27,2025-11-27,2024-11-26,margaud21,435h,Oujda,online
7194,0536036177,suspended,prepaid,2023-09-19,2024-09-18,2023-09-16,fouchermichelle,186h,Casablanca,online
